序号|SERIAL,代码|SECURITY_CODE,名称|SECURITY_SHORT_NAME,市场简称|MARKET_SHORT_NAME,最新价|NEWEST_PRICE|2026.05.15|元,涨跌幅|CHG|2026.05.15|%,市场码|MARKET_NUM,上市板块|TRADEMARKET,是否ST|IFSTSTOCK{2026-05-15}|2026.05.15,证券类型|SECURITYTYPE,13日均线(季线)|13日JX<100>{2026-05-15}|2026.05.15|元,21日均线(季线)|21日JX<100>{2026-05-15}|2026.05.15|元,34日均线(季线)|34日JX<100>{2026-05-15}|2026.05.15|元,收盘价(季线)|NEWEST_PRICE<100>|2026.05.15|元,总市值(日线不复权)|TOAL_MARKET_VALUE<140>|2026.05.15|元,收盘价(日线不复权)|NEWEST_PRICE<140>|2026.05.15|元,市盈率(TTM)(倍)|PETTM{2026-05-15}|2026.05.15|倍,市净率(倍)|PB|2026.05.15|倍,市盈率百分位|PE_TTM_PERCENTILE{2026-05-15}|2026.05.15|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-14}|2026.05.14|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-13}|2026.05.13|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-12}|2026.05.12|%,市盈率百分位|PE_TTM_PERCENTILE{2026-05-11}|2026.05.11|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-15}|2026.05.15|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-14}|2026.05.14|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-13}|2026.05.13|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-12}|2026.05.12|%,市净率百分位|INDEX_PERCENTILE_PB{2026-05-11}|2026.05.11|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-15}|2026.05.15|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-14}|2026.05.14|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-13}|2026.05.13|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-12}|2026.05.12|%,股息率(近12个月)|DIVIDENDYIELDY{2026-05-11}|2026.05.11|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-29}|2026.04.29|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-28}|2026.04.28|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-27}|2026.04.27|%,股息率(近12个月)|DIVIDENDYIELDY{2026-04-24}|2026.04.24|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-15}|2025.07.15|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-14}|2025.07.14|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-11}|2025.07.11|%,股息率(近12个月)|DIVIDENDYIELDY{2025-07-10}|2025.07.10|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-13}|2025.06.13|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-12}|2025.06.12|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-11}|2025.06.11|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-10}|2025.06.10|%,股息率(近12个月)|DIVIDENDYIELDY{2025-06-03}|2025.06.03|%,股息率(近12个月)|DIVIDENDYIELDY{2025-05-30}|2025.05.30|%,股息率(近12个月)|DIVIDENDYIELDY{2025-05-29}|2025.05.29|%,股息率(近12个月)|DIVIDENDYIELDY{2025-05-28}|2025.05.28|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-06}|2021.08.06|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-05}|2021.08.05|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-04}|2021.08.04|%,股息率(近12个月)|DIVIDENDYIELDY{2021-08-03}|2021.08.03|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-16}|2021.07.16|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-15}|2021.07.15|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-14}|2021.07.14|%,股息率(近12个月)|DIVIDENDYIELDY{2021-07-13}|2021.07.13|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-24}|2020.07.24|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-23}|2020.07.23|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-22}|2020.07.22|%,股息率(近12个月)|DIVIDENDYIELDY{2020-07-21}|2020.07.21|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-31}|2019.05.31|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-30}|2019.05.30|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-29}|2019.05.29|%,股息率(近12个月)|DIVIDENDYIELDY{2019-05-28}|2019.05.28|%,销售毛利率|XSMLL{2025-12-31}|2025.12.31|%,销售毛利率|XSMLL{2024-12-31}|2024.12.31|%,销售毛利率|XSMLL{2023-12-31}|2023.12.31|%,加权净资产收益率ROE|ROE_WEIGHT{2025-12-31}|2025.12.31|%,加权净资产收益率ROE|ROE_WEIGHT{2024-12-31}|2024.12.31|%,加权净资产收益率ROE|ROE_WEIGHT{2023-12-31}|2023.12.31|%,营业收入同比增长率(%)|营业收入[2023-12-31至2025-12-31]同比增长率(%)|2023.12.31-2025.12.31|%,营业收入|OPERATEREVE{2025-12-31}|2025.12.31|元,营业收入|OPERATEREVE{2024-12-31}|2024.12.31|元,营业收入|OPERATEREVE{2023-12-31}|2023.12.31|元,营业收入|OPERATEREVE{2022-12-31}|2022.12.31|元,归属母公司股东的净利润同比增长率(%)|归属母公司股东的净利润[2023-12-31至2025-12-31]同比增长率(%)|2023.12.31-2025.12.31|%,归属净利润|PARENT_NETPROFIT{2025-12-31}|2025.12.31|元,归属净利润|PARENT_NETPROFIT{2024-12-31}|2024.12.31|元,归属净利润|PARENT_NETPROFIT{2023-12-31}|2023.12.31|元,归属净利润|PARENT_NETPROFIT{2022-12-31}|2022.12.31|元,经营活动产生的现金流量净额|NETOPERATECASHFLOW{2025-12-31}|2025.12.31|元,经营活动产生的现金流量净额|NETOPERATECASHFLOW{2024-12-31}|2024.12.31|元,经营活动产生的现金流量净额|NETOPERATECASHFLOW{2023-12-31}|2023.12.31|元,资产负债率|DEBT_ASSET_RATIO{2026-05-16}|截至2026.05.16最新|%,有息负债率|INTERESTDEBTRATIO{2026-05-16}|截至2026.05.16最新|%,东财行业分类二级|INDUSTRY,东财行业总分类|INDUSTRY_ALL,申万行业分类|SW_INDUSTRY,概念|STYLE_CONCEPT,主营业务|MAIN_BUSINESS,收盘价(季线不复权)|NEWEST_PRICE<170>|2026.05.15|元,涨跌幅(季线)|CHG<100>|2026.05.15|%,涨跌幅(季线)|CHG<100>{2026-03-31}|2026.03.31|%,涨跌幅(季线)|CHG<100>{2025-12-31}|2025.12.31|%,涨跌幅(季线)|CHG<100>{2025-12-29}|2025.12.29|%,涨跌幅(季线)|CHG<100>{2025-09-30}|2025.09.30|%,成交额(季线)|TRADING_VOLUMES<100>|2026.05.15|元,成交额(季线)|TRADING_VOLUMES<100>{2026-03-31}|2026.03.31|元,成交额(季线)|TRADING_VOLUMES<100>{2025-12-31}|2025.12.31|元,成交额(季线)|TRADING_VOLUMES<100>{2025-12-29}|2025.12.29|元,成交额(季线)|TRADING_VOLUMES<100>{2025-09-30}|2025.09.30|元,换手率(季线)|TURNOVER_RATE<100>|2026.05.15|%,换手率(季线)|TURNOVER_RATE<100>{2026-03-31}|2026.03.31|%,换手率(季线)|TURNOVER_RATE<100>{2025-12-31}|2025.12.31|%,换手率(季线)|TURNOVER_RATE<100>{2025-12-29}|2025.12.29|%,换手率(季线)|TURNOVER_RATE<100>{2025-09-30}|2025.09.30|%,成交量(股)(季线)|VOLUME<100>{2025-12-31}|2025.12.31|股,成交量(股)(季线)|VOLUME<100>{2025-12-29}|2025.12.29|股,成交量(股)(季线)|VOLUME<100>{2025-09-30}|2025.09.30|股,成交量(股)(季线)|VOLUME<100>{2025-06-30}|2025.06.30|股,成交量(股)(季线)|VOLUME<100>{2025-03-31}|2025.03.31|股,涨跌额|PCHG|2026.05.15|元,最高价(日线不复权)|PEAK_PRICE<140>|2026.05.15|元,最低价(日线不复权)|BOTTOM_PRICE<140>|2026.05.15|元,换手率|TURNOVER_RATE|2026.05.15|%,量比|QRR|2026.05.15,成交量(股)|VOLUME|2026.05.15|股,成交额|TRADING_VOLUMES|2026.05.15|元,市盈率(动)(倍)|PE_DYNAMIC|2026.05.15|倍,流通市值(日线不复权)|CIRCULATION_MARKET_VALUE<140>|2026.05.15|元,IN_OPTIONAL,XSMLL{2023-12-31|2025-12-31|3|四季度}
84,002304,洋河股份,SZ,45.95,-2.55,0,深交所主板,否,A股,80.34,107.90,106.36,45.95,692.21亿,45.95,68.16,1.41,99.73,99.78,99.78,99.80,99.83,0.00,0.02,0.00,0.00,0.00,5.04,4.91,4.93,4.87,4.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.60|2025年报,73.16|2024年报,75.25|2023年报,4.62|2025年报,12.07|2024年报,20.34|2023年报,-33.47,192.11亿|2025年报,288.76亿|2024年报,331.26亿|2023年报,301.05亿|2022年报,-66.94,22.06亿|2025年报,66.73亿|2024年报,100.16亿|2023年报,93.78亿|2022年报,-7.63亿|2025年报,46.29亿|2024年报,61.30亿|2023年报,18.17|2026一季报,1.96|2026一季报,白酒Ⅱ,食品饮料-白酒Ⅱ-白酒Ⅲ,食品饮料-白酒Ⅱ-白酒Ⅲ,【2025年报预减】【HS300_】【MSCI中国】【参股保险】【参股券商】【味蕾经济】【大盘价值】【大盘股】【央国企改革】【富时罗素】【机构重仓】【标准普尔】【深成500】【深股通】【深证100R】【白酒】【融资融券】【证金持股】【超级品牌】【酿酒概念】【长江三角】,"主要业务是白酒的生产与销售,白酒生产采用固态发酵方式,白酒销售主要采用批发经销和线上直销两种模式",45.95,-9.44,-16.46,-10.60,-,5.25,72.69亿,274.40亿,177.83亿,-,293.40亿,9.80,32.63,17.68,-,27.69,2.66亿,-,4.17亿,3.63亿,2.97亿,-1.20,46.72,45.91,0.45,0.94,676.50万,3.13亿,7.07,692.20亿,false,
85,600519,贵州茅台,SH,1332.95,-0.69,1,上交所主板,否,A股,1497.47,1578.98,1332.13,1332.95,1.67万亿,1332.95,20.18,6.16,23.41,24.22,24.32,25.16,25.56,33.74,33.91,33.93,34.06,34.15,3.87,3.85,3.84,3.81,3.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.18|2025年报,91.93|2024年报,91.96|2023年报,32.53|2025年报,36.02|2024年报,34.19|2023年报,-1.21,1688.38亿|2025年报,1708.99亿|2024年报,1476.94亿|2023年报,1241.00亿|2022年报,-4.53,823.20亿|2025年报,862.28亿|2024年报,747.34亿|2023年报,627.17亿|2022年报,615.22亿|2025年报,924.64亿|2024年报,665.93亿|2023年报,12.12|2026一季报,43.73|2026一季报,白酒Ⅱ,食品饮料-白酒Ⅱ-白酒Ⅲ,食品饮料-白酒Ⅱ-白酒Ⅲ,【HS300_】【MSCI中国】【上证180_】【上证50_】【东方财富热股】【味蕾经济】【大盘股】【央国企改革】【央视50_】【富时罗素】【机构重仓】【权重股】【标准普尔】【沪股通】【电商概念】【白酒】【百元股】【茅指数】【融资融券】【行业龙头】【西部大开发】【证金持股】【超级品牌】【酿酒概念】,茅台酒及系列酒的生产与销售,1332.95,-8.07,5.29,-3.02,-,2.49,1620.95亿,3947.76亿,2722.17亿,-,3659.94亿,9.23,22.07,15.12,-,20.10,1.89亿,-,2.52亿,1.79亿,1.79亿,-9.22,1339.28,1327.11,0.46,1.15,581.84万,77.49亿,15.32,1.67万亿,false,
86,603288,海天味业,SH,36.81,-1.45,1,上交所主板,否,A股,39.14,51.74,52.96,36.81,2154.06亿,36.81,29.59,5.13,3.39,4.66,5.17,5.44,6.38,0.60,0.84,1.14,1.18,1.28,3.74,3.69,3.65,3.64,3.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.22|2025年报,36.97|2024年报,34.74|2023年报,19.59|2025年报,21.77|2024年报,20.72|2023年报,7.32,288.73亿|2025年报,269.05亿|2024年报,245.59亿|2023年报,256.10亿|2022年报,10.95,70.38亿|2025年报,63.44亿|2024年报,56.27亿|2023年报,61.98亿|2022年报,77.46亿|2025年报,68.40亿|2024年报,73.56亿|2023年报,12.09|2026一季报,6.22|2026一季报,调味发酵品Ⅱ,食品饮料-调味发酵品Ⅱ-调味发酵品Ⅲ,食品饮料-调味发酵品Ⅱ-调味发酵品Ⅲ,【AH股】【HS300_】【MSCI中国】【上证180_】【味蕾经济】【大盘股】【富时罗素】【标准普尔】【沪股通】【茅指数】【融资融券】【行业龙头】【调味品概念】【超级品牌】,调味品的生产与销售,36.81,-10.22,11.66,-5.02,-,0.81,199.90亿,415.55亿,273.23亿,-,436.69亿,9.00,20.01,12.96,-,19.82,7.21亿,-,11.02亿,8.37亿,5.60亿,-0.54,37.33,36.73,0.28,0.94,1535.71万,5.68亿,22.04,2046.86亿,false,
87,601816,京沪高铁,SH,4.96,0.20,1,上交所主板,否,A股,5.20,4.97,-,4.96,2426.71亿,4.96,18.18,1.15,0.52,0.46,0.85,2.10,0.20,1.70,1.44,2.29,3.54,0.26,3.16,3.17,3.14,3.10,3.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.88|2025年报,47.39|2024年报,45.80|2023年报,6.44|2025年报,6.42|2024年报,6.09|2023年报,2.15,430.62亿|2025年报,421.57亿|2024年报,406.83亿|2023年报,193.36亿|2022年报,3.16,131.72亿|2025年报,127.68亿|2024年报,115.46亿|2023年报,-5.76亿|2022年报,212.05亿|2025年报,200.65亿|2024年报,210.81亿|2023年报,19.77|2026一季报,87.86|2026一季报,铁路公路,交通运输-铁路公路-铁路运输,交通运输-铁路公路-铁路运输,【HS300_】【MSCI中国】【上证180_】【上证50_】【中特估】【大盘股】【央国企改革】【富时罗素】【机构重仓】【权重股】【沪股通】【融资融券】【行业龙头】【铁路基建】,"高铁旅客运输,具体主要包括:(1)为乘坐担当列车的旅客提供高铁运输服务并收取票价款;(2)其他铁路运输企业担当的列车在京沪高速铁路上运行时,向其提供线路使用、接触网使用等服务并收取相应费用等。",4.96,-1.98,-1.75,1.18,-,-8.94,206.79亿,523.21亿,360.39亿,-,508.43亿,8.49,21.39,14.23,-,19.28,69.60亿,-,94.31亿,63.47亿,61.52亿,0.01,5.00,4.93,0.39,0.73,1.89亿,9.38亿,19.30,2426.71亿,false,
88,601800,中国交建,SH,6.69,-1.33,1,上交所主板,否,A股,8.40,8.04,8.13,6.69,1088.77亿,6.69,8.13,0.37,59.31,60.81,62.13,62.12,62.43,0.00,0.00,0.03,0.00,0.03,4.17,4.12,4.05,4.05,4.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.37|2025年报,12.29|2024年报,12.59|2023年报,4.79|2025年报,8.03|2024年报,8.87|2023年报,-5.29,7311.09亿|2025年报,7719.44亿|2024年报,7587.19亿|2023年报,7218.87亿|2022年报,-36.92,147.51亿|2025年报,233.84亿|2024年报,238.16亿|2023年报,192.63亿|2022年报,153.33亿|2025年报,125.06亿|2024年报,120.61亿|2023年报,77.87|2026一季报,46.70|2026一季报,基础建设,建筑装饰-基础建设-基建市政工程,建筑装饰-基础建设-基建市政工程,【AH股】【HS300_】【MSCI中国】【一带一路】【上证180_】【中字头】【中特估】【参股券商】【商业航天】【大盘价值】【大盘股】【央国企改革】【富时罗素】【工程建设】【机构重仓】【标准普尔】【水利建设】【沪股通】【海工装备】【破净股】【融资融券】【行业龙头】【证金持股】【铁路基建】【长期破净】【雄安新区】【雅下水电概念】【风能】,"基建建设业务,基建设计业务,疏浚业务,其他业务",6.69,-12.09,-6.28,-5.80,-,0.12,71.39亿,191.24亿,124.99亿,-,322.92亿,8.49,19.73,12.19,-,29.39,14.36亿,-,34.62亿,16.39亿,22.36亿,-0.09,6.78,6.66,0.37,0.82,4373.77万,2.94亿,6.63,788.33亿,false,
89,000708,中信特钢,SZ,14.71,-2.65,0,深交所主板,否,A股,13.48,14.80,12.19,14.71,742.44亿,14.71,12.26,1.75,33.84,37.02,37.45,39.56,40.24,44.73,46.64,46.92,49.43,49.98,1.36,1.32,1.32,1.29,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.94|2025年报,12.85|2024年报,13.14|2023年报,14.08|2025年报,13.05|2024年报,15.54|2023年报,-1.68,1073.73亿|2025年报,1092.03亿|2024年报,1140.19亿|2023年报,983.45亿|2022年报,15.67,59.29亿|2025年报,51.26亿|2024年报,57.21亿|2023年报,71.05亿|2022年报,146.36亿|2025年报,107.41亿|2024年报,106.58亿|2023年报,56.88|2026一季报,51.57|2026一季报,特钢Ⅱ,钢铁-特钢Ⅱ-特钢Ⅲ,钢铁-特钢Ⅱ-特钢Ⅲ,【HS300_】【MSCI中国】【价值股】【反内卷概念】【周期股】【商业航天】【地下管网】【大盘价值】【大盘股】【央国企改革】【富时罗素】【油气设服】【油气资源】【深成500】【深股通】【深证100R】【融资融券】【行业龙头】【转债标的】,钢铁冶炼、钢材轧制、金属改制、压延加工、钢铁材料检测。,14.71,-9.98,-0.18,21.98,-,16.09,64.04亿,166.88亿,161.86亿,-,165.07亿,7.96,20.29,21.47,-,25.37,10.84亿,-,12.80亿,8.22亿,8.77亿,-0.40,15.09,14.65,0.33,0.98,1688.93万,2.50亿,12.28,742.43亿,false,
90,600028,中国石化,SH,5.13,-0.39,1,上交所主板,否,A股,5.73,4.79,4.14,5.13,6203.48亿,5.13,17.45,0.74,70.43,70.61,70.89,71.10,71.19,11.34,11.42,11.53,11.66,11.66,4.45,4.44,4.42,4.40,4.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.89|2025年报,15.47|2024年报,15.65|2023年报,3.86|2025年报,6.19|2024年报,7.59|2023年报,-9.46,2.78万亿|2025年报,3.07万亿|2024年报,3.21万亿|2023年报,3.32万亿|2022年报,-36.78,318.09亿|2025年报,503.13亿|2024年报,604.63亿|2023年报,670.82亿|2022年报,1624.96亿|2025年报,1493.60亿|2024年报,1614.75亿|2023年报,55.89|2026一季报,45.70|2026一季报,炼化及贸易,石油石化-炼化及贸易-炼油化工,石油石化-炼化及贸易-炼油化工,【AH股】【HS300_】【MSCI中国】【一带一路】【上证180_】【上证50_】【中字头】【中特估】【周期股】【大盘价值】【大盘股】【天然气】【央国企改革】【富时罗素】【机构重仓】【权重股】【标准普尔】【氢能源】【沪股通】【油气资源】【破净股】【碳交易】【红利破净股】【红利股】【融资融券】【证金持股】【页岩气】,"石油与天然气勘探开采、管道运输、销售;石油炼制、石油化工、煤化工、化纤及其他化工产品的生产与销售、储运;石油、天然气、石油产品、石油化工及其他化工产品和其他商品、技术的进出口、代理进出口业务;技术、信息的研究、开发、应用;氢气的制备、储存、运输和销售等氢能业务及相关服务;新能源汽车充换电,太阳能、风能等新能源发电业务及相关服务",5.13,-12.76,-4.85,16.82,-,-4.68,408.40亿,1330.57亿,506.56亿,-,584.02亿,7.89,21.42,9.31,-,10.78,88.21亿,-,102.19亿,79.73亿,79.01亿,-0.02,5.17,5.09,0.30,0.93,2.81亿,14.44亿,9.12,4860.80亿,false,
91,601238,广汽集团,SH,6.60,-1.05,1,上交所主板,否,A股,8.36,9.93,10.05,6.60,673.01亿,6.60,-7.73,0.65,7.35,7.32,7.27,7.27,7.21,0.06,0.26,0.79,0.70,1.17,0.30,0.30,0.29,0.29,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.33|2025年报,5.80|2024年报,6.05|2023年报,-8.01|2025年报,0.71|2024年报,3.87|2023年报,-10.43,956.62亿|2025年报,1067.98亿|2024年报,1287.57亿|2023年报,1096.00亿|2022年报,-1166.51,-87.84亿|2025年报,8.24亿|2024年报,44.29亿|2023年报,80.64亿|2022年报,-150.26亿|2025年报,109.19亿|2024年报,67.28亿|2023年报,51.67|2026一季报,47.94|2026一季报,乘用车,汽车-乘用车-综合乘用车,汽车-乘用车-综合乘用车,【AH股】【HS300_】【MSCI中国】【上证180_】【人形机器人】【低空经济】【动力电池回收】【华为概念】【华为汽车】【周期股】【固态电池】【大盘股】【央国企改革】【富时罗素】【新能源车】【无人驾驶】【机器人概念】【机构重仓】【标准普尔】【汽车拆解】【汽车整车】【沪股通】【燃料电池概念】【电池技术】【石墨烯】【破净股】【破增发价股】【融资融券】【车联网(车路云)】【锂电池概念】【长期破净】【飞行汽车(eVTOL)】,"研发、整车(汽车、摩托车)、零部件、商贸与出行、能源及生态、国际化、投资与金融等业务,构成了完整的汽车产业链闭环",6.60,-8.21,-11.89,7.09,-,1.74,34.85亿,129.75亿,284.84亿,-,157.36亿,6.70,21.83,46.20,-,27.62,34.11亿,-,20.40亿,12.35亿,16.81亿,-0.07,6.68,6.58,0.28,0.83,2081.62万,1.38亿,-25.64,487.32亿,false,
92,001289,龙源电力,SZ,17.27,-2.48,0,深交所主板,否,A股,17.36,-,-,17.27,1443.74亿,17.27,34.01,1.88,94.04,96.15,96.44,96.43,96.24,24.42,30.22,32.08,31.34,29.83,1.90,1.85,1.84,1.84,1.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.79|2025年报,37.54|2024年报,36.51|2023年报,6.08|2025年报,8.67|2024年报,9.07|2023年报,-18.60,302.53亿|2025年报,371.64亿|2024年报,380.52亿|2023年报,398.63亿|2022年报,-28.78,45.26亿|2025年报,63.55亿|2024年报,63.03亿|2023年报,51.11亿|2022年报,218.33亿|2025年报,171.09亿|2024年报,143.46亿|2023年报,65.94|2026一季报,75.02|2026一季报,电力,公用事业-电力-风力发电,公用事业-电力-风力发电,【AH股】【大盘价值】【大盘股】【央国企改革】【新能源】【深成500】【深股通】【深证100R】【碳交易】【绿色电力】【融资融券】【风能】,"能源投资、开发与管理,从事的主要业务包括风力发电、太阳能发电等",17.27,3.54,10.90,-13.56,-,9.78,55.18亿,83.24亿,47.48亿,-,62.28亿,6.69,9.65,5.63,-,7.30,2.84亿,-,3.68亿,4.69亿,2.15亿,-0.44,17.59,17.06,0.20,0.90,1032.12万,1.78亿,22.23,870.74亿,false,
93,601633,长城汽车,SH,19.09,-0.31,1,上交所主板,否,A股,23.83,28.34,21.78,19.09,1633.70亿,19.09,18.03,1.85,55.58,56.16,58.80,59.75,60.44,14.35,14.41,15.09,15.49,15.74,2.36,2.35,2.30,2.28,2.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.04|2025年报,19.51|2024年报,18.15|2023年报,11.76|2025年报,17.15|2024年报,10.59|2023年报,10.20,2228.24亿|2025年报,2021.94亿|2024年报,1732.12亿|2023年报,1373.40亿|2022年报,-22.07,98.65亿|2025年报,126.60亿|2024年报,70.22亿|2023年报,82.66亿|2022年报,403.55亿|2025年报,277.71亿|2024年报,177.54亿|2023年报,59.85|2026一季报,12.20|2026一季报,乘用车,汽车-乘用车-综合乘用车,汽车-乘用车-综合乘用车,【AH股】【HS300_】【上证180_】【人工智能】【价值股】【华为概念】【周期股】【固态电池】【大盘股】【富时罗素】【新能源车】【无人驾驶】【机构重仓】【标准普尔】【氢能源】【汽车整车】【沪股通】【燃料电池概念】【电池技术】【百度概念】【股权激励】【融资融券】【证金持股】【车联网(车路云)】【转债标的】【雄安新区】,整车及主要汽车零部件的研发、生产、销售,19.09,-7.46,-8.84,-8.01,-,16.98,81.85亿,196.44亿,216.66亿,-,353.53亿,6.48,14.99,15.36,-,23.69,9.54亿,-,14.71亿,10.13亿,11.67亿,-0.06,19.32,19.00,0.22,0.93,1349.33万,2.58亿,43.20,1185.34亿,false,
94,001965,招商公路,SZ,9.94,0.61,0,深交所主板,否,A股,10.52,8.85,7.64,9.94,675.43亿,9.94,14.59,0.96,75.69,75.28,74.73,73.14,71.84,36.42,35.11,33.74,30.56,28.50,4.20,4.22,4.25,4.30,4.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.83|2025年报,34.09|2024年报,36.96|2023年报,6.71|2025年报,7.94|2024年报,11.41|2023年报,5.11,133.60亿|2025年报,127.11亿|2024年报,97.31亿|2023年报,82.97亿|2022年报,-13.38,46.10亿|2025年报,53.22亿|2024年报,67.67亿|2023年报,48.61亿|2022年报,65.11亿|2025年报,71.21亿|2024年报,44.38亿|2023年报,43.16|2026一季报,76.86|2026一季报,铁路公路,交通运输-铁路公路-高速公路,交通运输-铁路公路-高速公路,【HS300_】【MSCI中国】【中特估】【光伏概念】【参股券商】【大盘股】【央国企改革】【富时罗素】【标准普尔】【深成500】【深股通】【深证100R】【破净股】【融资融券】,"投资运营,交通科技,智慧交通,交通生态",9.94,0.81,-2.18,3.49,-,-15.89,39.69亿,89.63亿,109.58亿,-,140.15亿,6.30,13.46,15.97,-,18.88,10.85亿,-,12.88亿,9.80亿,11.31亿,0.06,10.07,9.77,0.23,1.36,1548.43万,1.54亿,12.52,675.43亿,false,
95,603195,公牛集团,SH,42.79,-0.07,1,上交所主板,否,A股,47.01,47.20,-,42.79,773.60亿,42.79,18.62,4.34,0.53,0.59,1.65,3.36,4.02,1.38,1.38,1.38,1.58,2.18,4.01,4.01,3.98,3.93,3.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.14|2025年报,43.25|2024年报,43.20|2023年报,24.91|2025年报,28.64|2024年报,29.20|2023年报,-4.78,160.26亿|2025年报,168.31亿|2024年报,156.95亿|2023年报,140.81亿|2022年报,-4.72,40.71亿|2025年报,42.72亿|2024年报,38.70亿|2023年报,31.89亿|2022年报,47.44亿|2025年报,37.30亿|2024年报,48.27亿|2023年报,26.86|2026一季报,15.97|2026一季报,家居用品,轻工制造-家居用品-其他家居用品,轻工制造-家居用品-其他家居用品,【HS300_】【MSCI中国】【上证180_】【储能概念】【充电桩】【养老金】【华为概念】【大盘股】【富时罗素】【无线充电】【智能家居】【沪股通】【消费电子概念】【股权激励】【融资融券】【行业龙头】【超级品牌】,转换器、墙壁开关插座、LED照明和数码配件等电源连接和用电延伸性产品的研发、生产和销售,42.79,2.25,2.50,-8.58,-,-7.44,48.94亿,79.58亿,80.77亿,-,137.79亿,6.28,10.39,10.35,-,16.22,1.86亿,-,2.92亿,1.37亿,1.17亿,-0.03,43.20,42.60,0.21,0.73,384.84万,1.65亿,18.28,770.50亿,false,
